Arlington, -97.1081, 32.7357
Austin, -97.7431, 30.2672
Beaumont, -94.1266, 30.0802
Corpus Christi, -97.3964, 27.8006
Dallas, -96.7970, 32.7767
Fort Worth, -97.3308, 32.7555
Galveston, -94.7977, 29.3013
Houston, -95.3698, 29.7604
Laredo, -99.4803, 27.5306
Livingston, -94.9330, 30.7110
Lubbock, -101.8552, 33.5779
Paris, -95.5555, 33.6609
Plano, -96.6989, 33.0198
Texarkana, -94.0477, 33.4251
